event_occurrence_id,event_template_id,event_name,event_date_time_start,event_date_time_end,event_location,event_capacity,event_registration_deadline
752,10,Monthly Art Studio Workshop,5/15/22 10:00,5/15/22 12:00,Community Center Room A,100,5/8/22 10:00
753,1,Mentor Office Hours,9/3/23 10:00,9/3/23 12:00,Community Center Room A,100,8/27/23 10:00
754,6,Data Science Study Group,11/27/24 10:00,11/27/24 12:00,Local Library,100,11/20/24 10:00
755,5,Intro to Painting Class,11/18/21 10:00,11/18/21 12:00,Community Center Room A,100,11/11/21 10:00
756,10,Monthly Art Studio Workshop,1/15/24 10:00,1/15/24 12:00,Community Center Room A,100,1/8/24 10:00
757,8,Web Dev Bootcamp Night,11/1/24 10:00,11/1/24 12:00,Community Center Room A,100,10/25/24 10:00
758,8,Web Dev Bootcamp Night,8/5/22 10:00,8/5/22 12:00,Ella Rises HQ,100,7/29/22 10:00
759,3,Girls in STEAM Mentoring,6/24/25 10:00,6/24/25 12:00,Ella Rises HQ,100,6/17/25 10:00
760,1,Mentor Office Hours,2/11/24 10:00,2/11/24 12:00,Community Center Room A,100,2/4/24 10:00
761,5,Intro to Painting Class,4/10/25 10:00,4/10/25 12:00,Art Studio 2,100,4/3/25 10:00
762,8,Web Dev Bootcamp Night,2/17/23 10:00,2/17/23 12:00,Community Center Room A,100,2/10/23 10:00
763,7,Leadership Circle Meetup,8/15/24 10:00,8/15/24 12:00,Local Library,100,8/8/24 10:00
764,3,Girls in STEAM Mentoring,6/10/25 10:00,6/10/25 12:00,Ella Rises HQ,100,6/3/25 10:00
765,6,Data Science Study Group,7/3/24 10:00,7/3/24 12:00,Community Center Room A,100,6/26/24 10:00
766,2,Robotics Lab Saturday,11/20/21 10:00,11/20/21 12:00,Virtual Zoom,100,11/13/21 10:00
767,3,Girls in STEAM Mentoring,7/2/24 10:00,7/2/24 12:00,Community Center Room A,100,6/25/24 10:00
768,8,Web Dev Bootcamp Night,12/6/24 10:00,12/6/24 12:00,Art Studio 2,100,11/29/24 10:00
769,1,Mentor Office Hours,11/7/21 10:00,11/7/21 12:00,Local Library,100,10/31/21 10:00
770,1,Mentor Office Hours,2/25/24 10:00,2/25/24 12:00,Local Library,100,2/18/24 10:00
771,10,Monthly Art Studio Workshop,2/15/24 10:00,2/15/24 12:00,Local Library,100,2/8/24 10:00
772,6,Data Science Study Group,5/14/25 10:00,5/14/25 12:00,Art Studio 2,100,5/7/25 10:00
773,1,Mentor Office Hours,12/25/22 10:00,12/25/22 12:00,Art Studio 2,100,12/18/22 10:00
774,3,Girls in STEAM Mentoring,4/26/22 10:00,4/26/22 12:00,Ella Rises HQ,100,4/19/22 10:00
775,3,Girls in STEAM Mentoring,8/22/23 10:00,8/22/23 12:00,Community Center Room A,100,8/15/23 10:00
776,2,Robotics Lab Saturday,4/1/23 10:00,4/1/23 12:00,Ella Rises HQ,100,3/25/23 10:00
777,1,Mentor Office Hours,1/19/25 10:00,1/19/25 12:00,Ella Rises HQ,100,1/12/25 10:00
778,6,Data Science Study Group,11/6/24 10:00,11/6/24 12:00,Virtual Zoom,100,10/30/24 10:00
779,1,Mentor Office Hours,11/19/23 10:00,11/19/23 12:00,Local Library,100,11/12/23 10:00
780,1,Mentor Office Hours,7/6/25 10:00,7/6/25 12:00,Art Studio 2,100,6/29/25 10:00
781,1,Mentor Office Hours,4/17/22 10:00,4/17/22 12:00,Community Center Room A,100,4/10/22 10:00
782,8,Web Dev Bootcamp Night,9/9/22 10:00,9/9/22 12:00,Art Studio 2,100,9/2/22 10:00
783,3,Girls in STEAM Mentoring,5/30/23 10:00,5/30/23 12:00,Virtual Zoom,100,5/23/23 10:00
784,2,Robotics Lab Saturday,5/17/25 10:00,5/17/25 12:00,Local Library,100,5/10/25 10:00
785,8,Web Dev Bootcamp Night,6/21/24 10:00,6/21/24 12:00,Virtual Zoom,100,6/14/24 10:00
786,6,Data Science Study Group,11/9/22 10:00,11/9/22 12:00,Ella Rises HQ,100,11/2/22 10:00
787,2,Robotics Lab Saturday,12/16/23 10:00,12/16/23 12:00,Community Center Room A,100,12/9/23 10:00
788,1,Mentor Office Hours,9/10/23 10:00,9/10/23 12:00,Art Studio 2,100,9/3/23 10:00
789,8,Web Dev Bootcamp Night,3/21/25 10:00,3/21/25 12:00,Art Studio 2,100,3/14/25 10:00
790,8,Web Dev Bootcamp Night,1/28/22 10:00,1/28/22 12:00,Ella Rises HQ,100,1/21/22 10:00
791,1,Mentor Office Hours,5/15/22 10:00,5/15/22 12:00,Art Studio 2,100,5/8/22 10:00
792,1,Mentor Office Hours,2/12/23 10:00,2/12/23 12:00,Art Studio 2,100,2/5/23 10:00
793,8,Web Dev Bootcamp Night,1/13/23 10:00,1/13/23 12:00,Art Studio 2,100,1/6/23 10:00
794,3,Girls in STEAM Mentoring,5/7/24 10:00,5/7/24 12:00,Ella Rises HQ,100,4/30/24 10:00
795,8,Web Dev Bootcamp Night,8/23/24 10:00,8/23/24 12:00,Art Studio 2,100,8/16/24 10:00
796,2,Robotics Lab Saturday,11/19/22 10:00,11/19/22 12:00,Community Center Room A,100,11/12/22 10:00
797,2,Robotics Lab Saturday,8/9/25 10:00,8/9/25 12:00,Local Library,100,8/2/25 10:00
798,2,Robotics Lab Saturday,8/5/23 10:00,8/5/23 12:00,Community Center Room A,100,7/29/23 10:00
799,1,Mentor Office Hours,11/27/22 10:00,11/27/22 12:00,Ella Rises HQ,100,11/20/22 10:00
800,5,Intro to Painting Class,11/14/24 10:00,11/14/24 12:00,Local Library,100,11/7/24 10:00
801,2,Robotics Lab Saturday,5/7/22 10:00,5/7/22 12:00,Virtual Zoom,100,4/30/22 10:00
802,5,Intro to Painting Class,11/30/23 10:00,11/30/23 12:00,Ella Rises HQ,100,11/23/23 10:00
803,2,Robotics Lab Saturday,10/8/22 10:00,10/8/22 12:00,Virtual Zoom,100,10/1/22 10:00
804,2,Robotics Lab Saturday,11/4/23 10:00,11/4/23 12:00,Art Studio 2,100,10/28/23 10:00
805,3,Girls in STEAM Mentoring,12/17/24 10:00,12/17/24 12:00,Art Studio 2,100,12/10/24 10:00
806,6,Data Science Study Group,10/25/23 10:00,10/25/23 12:00,Local Library,100,10/18/23 10:00
807,3,Girls in STEAM Mentoring,6/3/25 10:00,6/3/25 12:00,Community Center Room A,100,5/27/25 10:00
808,1,Mentor Office Hours,6/5/22 10:00,6/5/22 12:00,Virtual Zoom,100,5/29/22 10:00
809,5,Intro to Painting Class,7/20/23 10:00,7/20/23 12:00,Ella Rises HQ,100,7/13/23 10:00
810,5,Intro to Painting Class,2/27/25 10:00,2/27/25 12:00,Community Center Room A,100,2/20/25 10:00
811,5,Intro to Painting Class,2/17/22 10:00,2/17/22 12:00,Local Library,100,2/10/22 10:00
812,1,Mentor Office Hours,3/31/24 10:00,3/31/24 12:00,Ella Rises HQ,100,3/24/24 10:00
813,2,Robotics Lab Saturday,4/5/25 10:00,4/5/25 12:00,Ella Rises HQ,100,3/29/25 10:00
814,8,Web Dev Bootcamp Night,10/21/22 10:00,10/21/22 12:00,Virtual Zoom,100,10/14/22 10:00
815,10,Monthly Art Studio Workshop,11/15/23 10:00,11/15/23 12:00,Virtual Zoom,100,11/8/23 10:00
816,3,Girls in STEAM Mentoring,4/9/24 10:00,4/9/24 12:00,Art Studio 2,100,4/2/24 10:00
817,3,Girls in STEAM Mentoring,8/23/22 10:00,8/23/22 12:00,Ella Rises HQ,100,8/16/22 10:00
818,3,Girls in STEAM Mentoring,10/7/25 10:00,10/7/25 12:00,Art Studio 2,100,9/30/25 10:00
819,1,Mentor Office Hours,8/25/24 10:00,8/25/24 12:00,Art Studio 2,100,8/18/24 10:00
820,1,Mentor Office Hours,2/4/24 10:00,2/4/24 12:00,Community Center Room A,100,1/28/24 10:00
821,1,Mentor Office Hours,3/26/23 10:00,3/26/23 12:00,Community Center Room A,100,3/19/23 10:00
822,8,Web Dev Bootcamp Night,7/5/24 10:00,7/5/24 12:00,Ella Rises HQ,100,6/28/24 10:00
823,1,Mentor Office Hours,12/3/23 10:00,12/3/23 12:00,Community Center Room A,100,11/26/23 10:00
824,6,Data Science Study Group,10/1/25 10:00,10/1/25 12:00,Ella Rises HQ,100,9/24/25 10:00
825,7,Leadership Circle Meetup,8/15/25 10:00,8/15/25 12:00,Local Library,100,8/8/25 10:00
826,7,Leadership Circle Meetup,5/15/25 10:00,5/15/25 12:00,Local Library,100,5/8/25 10:00
827,2,Robotics Lab Saturday,1/8/22 10:00,1/8/22 12:00,Art Studio 2,100,1/1/22 10:00
828,1,Mentor Office Hours,9/8/24 10:00,9/8/24 12:00,Local Library,100,9/1/24 10:00
829,5,Intro to Painting Class,3/3/22 10:00,3/3/22 12:00,Virtual Zoom,100,2/24/22 10:00
830,2,Robotics Lab Saturday,5/4/24 10:00,5/4/24 12:00,Community Center Room A,100,4/27/24 10:00
831,7,Leadership Circle Meetup,5/15/22 10:00,5/15/22 12:00,Art Studio 2,100,5/8/22 10:00
832,3,Girls in STEAM Mentoring,7/26/22 10:00,7/26/22 12:00,Art Studio 2,100,7/19/22 10:00
833,1,Mentor Office Hours,4/23/23 10:00,4/23/23 12:00,Art Studio 2,100,4/16/23 10:00
834,10,Monthly Art Studio Workshop,3/15/24 10:00,3/15/24 12:00,Ella Rises HQ,100,3/8/24 10:00
835,6,Data Science Study Group,6/11/25 10:00,6/11/25 12:00,Art Studio 2,100,6/4/25 10:00
836,4,Monthly Coding Club,3/15/23 10:00,3/15/23 12:00,Ella Rises HQ,100,3/8/23 10:00
837,6,Data Science Study Group,5/7/25 10:00,5/7/25 12:00,Ella Rises HQ,100,4/30/25 10:00
838,5,Intro to Painting Class,7/11/24 10:00,7/11/24 12:00,Local Library,100,7/4/24 10:00
839,3,Girls in STEAM Mentoring,7/30/24 10:00,7/30/24 12:00,Community Center Room A,100,7/23/24 10:00
840,5,Intro to Painting Class,2/23/23 10:00,2/23/23 12:00,Virtual Zoom,100,2/16/23 10:00
841,4,Monthly Coding Club,1/15/25 10:00,1/15/25 12:00,Ella Rises HQ,100,1/8/25 10:00
842,1,Mentor Office Hours,10/16/22 10:00,10/16/22 12:00,Local Library,100,10/9/22 10:00
843,5,Intro to Painting Class,2/20/25 10:00,2/20/25 12:00,Ella Rises HQ,100,2/13/25 10:00
844,1,Mentor Office Hours,9/22/24 10:00,9/22/24 12:00,Virtual Zoom,100,9/15/24 10:00
845,2,Robotics Lab Saturday,2/26/22 10:00,2/26/22 12:00,Virtual Zoom,100,2/19/22 10:00
846,8,Web Dev Bootcamp Night,8/30/24 10:00,8/30/24 12:00,Community Center Room A,100,8/23/24 10:00
847,3,Girls in STEAM Mentoring,10/3/23 10:00,10/3/23 12:00,Community Center Room A,100,9/26/23 10:00
848,5,Intro to Painting Class,5/2/24 10:00,5/2/24 12:00,Local Library,100,4/25/24 10:00
849,3,Girls in STEAM Mentoring,8/9/22 10:00,8/9/22 12:00,Community Center Room A,100,8/2/22 10:00
850,2,Robotics Lab Saturday,7/6/24 10:00,7/6/24 12:00,Community Center Room A,100,6/29/24 10:00
851,7,Leadership Circle Meetup,10/15/22 10:00,10/15/22 12:00,Virtual Zoom,100,10/8/22 10:00
852,1,Mentor Office Hours,2/23/25 10:00,2/23/25 12:00,Virtual Zoom,100,2/16/25 10:00
853,10,Monthly Art Studio Workshop,10/15/22 10:00,10/15/22 12:00,Ella Rises HQ,100,10/8/22 10:00
854,5,Intro to Painting Class,2/3/22 10:00,2/3/22 12:00,Virtual Zoom,100,1/27/22 10:00
855,5,Intro to Painting Class,10/17/24 10:00,10/17/24 12:00,Community Center Room A,100,10/10/24 10:00
856,6,Data Science Study Group,4/24/24 10:00,4/24/24 12:00,Art Studio 2,100,4/17/24 10:00
857,5,Intro to Painting Class,9/1/22 10:00,9/1/22 12:00,Virtual Zoom,100,8/25/22 10:00
858,2,Robotics Lab Saturday,4/8/23 10:00,4/8/23 12:00,Community Center Room A,100,4/1/23 10:00
859,5,Intro to Painting Class,3/23/23 10:00,3/23/23 12:00,Ella Rises HQ,100,3/16/23 10:00
860,6,Data Science Study Group,8/9/23 10:00,8/9/23 12:00,Virtual Zoom,100,8/2/23 10:00
861,5,Intro to Painting Class,3/17/22 10:00,3/17/22 12:00,Art Studio 2,100,3/10/22 10:00
862,1,Mentor Office Hours,12/4/22 10:00,12/4/22 12:00,Local Library,100,11/27/22 10:00
863,2,Robotics Lab Saturday,8/16/25 10:00,8/16/25 12:00,Art Studio 2,100,8/9/25 10:00
864,3,Girls in STEAM Mentoring,2/22/22 10:00,2/22/22 12:00,Community Center Room A,100,2/15/22 10:00
865,3,Girls in STEAM Mentoring,6/21/22 10:00,6/21/22 12:00,Ella Rises HQ,100,6/14/22 10:00
866,2,Robotics Lab Saturday,6/4/22 10:00,6/4/22 12:00,Local Library,100,5/28/22 10:00
867,3,Girls in STEAM Mentoring,9/2/25 10:00,9/2/25 12:00,Ella Rises HQ,100,8/26/25 10:00
868,1,Mentor Office Hours,7/16/23 10:00,7/16/23 12:00,Local Library,100,7/9/23 10:00
869,7,Leadership Circle Meetup,11/15/23 10:00,11/15/23 12:00,Virtual Zoom,100,11/8/23 10:00
870,6,Data Science Study Group,4/2/25 10:00,4/2/25 12:00,Local Library,100,3/26/25 10:00
871,5,Intro to Painting Class,3/14/24 10:00,3/14/24 12:00,Local Library,100,3/7/24 10:00
872,2,Robotics Lab Saturday,4/26/25 10:00,4/26/25 12:00,Art Studio 2,100,4/19/25 10:00
873,2,Robotics Lab Saturday,7/12/25 10:00,7/12/25 12:00,Virtual Zoom,100,7/5/25 10:00
874,2,Robotics Lab Saturday,10/15/22 10:00,10/15/22 12:00,Local Library,100,10/8/22 10:00
875,3,Girls in STEAM Mentoring,9/16/25 10:00,9/16/25 12:00,Ella Rises HQ,100,9/9/25 10:00
876,2,Robotics Lab Saturday,8/17/24 10:00,8/17/24 12:00,Ella Rises HQ,100,8/10/24 10:00
877,5,Intro to Painting Class,2/6/25 10:00,2/6/25 12:00,Community Center Room A,100,1/30/25 10:00
878,8,Web Dev Bootcamp Night,5/24/24 10:00,5/24/24 12:00,Ella Rises HQ,100,5/17/24 10:00
879,6,Data Science Study Group,9/11/24 10:00,9/11/24 12:00,Community Center Room A,100,9/4/24 10:00
880,8,Web Dev Bootcamp Night,1/6/23 10:00,1/6/23 12:00,Community Center Room A,100,12/30/22 10:00
881,2,Robotics Lab Saturday,10/14/23 10:00,10/14/23 12:00,Art Studio 2,100,10/7/23 10:00
882,2,Robotics Lab Saturday,6/17/23 10:00,6/17/23 12:00,Virtual Zoom,100,6/10/23 10:00
883,10,Monthly Art Studio Workshop,1/15/22 10:00,1/15/22 12:00,Virtual Zoom,100,1/8/22 10:00
884,3,Girls in STEAM Mentoring,10/31/23 10:00,10/31/23 12:00,Virtual Zoom,100,10/24/23 10:00
885,5,Intro to Painting Class,3/2/23 10:00,3/2/23 12:00,Ella Rises HQ,100,2/23/23 10:00
886,1,Mentor Office Hours,8/17/25 10:00,8/17/25 12:00,Virtual Zoom,100,8/10/25 10:00
887,7,Leadership Circle Meetup,9/15/25 10:00,9/15/25 12:00,Virtual Zoom,100,9/8/25 10:00
888,3,Girls in STEAM Mentoring,6/20/23 10:00,6/20/23 12:00,Art Studio 2,100,6/13/23 10:00
889,8,Web Dev Bootcamp Night,9/15/23 10:00,9/15/23 12:00,Virtual Zoom,100,9/8/23 10:00
890,4,Monthly Coding Club,12/15/21 10:00,12/15/21 12:00,Art Studio 2,100,12/8/21 10:00
891,8,Web Dev Bootcamp Night,2/21/25 10:00,2/21/25 12:00,Local Library,100,2/14/25 10:00
892,6,Data Science Study Group,8/17/22 10:00,8/17/22 12:00,Ella Rises HQ,100,8/10/22 10:00
893,3,Girls in STEAM Mentoring,11/4/25 10:00,11/4/25 12:00,Community Center Room A,100,10/28/25 10:00
894,3,Girls in STEAM Mentoring,11/7/23 10:00,11/7/23 12:00,Ella Rises HQ,100,10/31/23 10:00
895,4,Monthly Coding Club,9/15/25 10:00,9/15/25 12:00,Virtual Zoom,100,9/8/25 10:00
896,5,Intro to Painting Class,4/21/22 10:00,4/21/22 12:00,Community Center Room A,100,4/14/22 10:00
897,5,Intro to Painting Class,12/5/24 10:00,12/5/24 12:00,Ella Rises HQ,100,11/28/24 10:00
898,8,Web Dev Bootcamp Night,12/13/24 10:00,12/13/24 12:00,Ella Rises HQ,100,12/6/24 10:00
899,3,Girls in STEAM Mentoring,12/3/24 10:00,12/3/24 12:00,Ella Rises HQ,100,11/26/24 10:00
900,5,Intro to Painting Class,3/21/24 10:00,3/21/24 12:00,Ella Rises HQ,100,3/14/24 10:00
901,2,Robotics Lab Saturday,8/12/23 10:00,8/12/23 12:00,Community Center Room A,100,8/5/23 10:00
902,1,Mentor Office Hours,9/7/25 10:00,9/7/25 12:00,Virtual Zoom,100,8/31/25 10:00
903,3,Girls in STEAM Mentoring,4/25/23 10:00,4/25/23 12:00,Community Center Room A,100,4/18/23 10:00
904,3,Girls in STEAM Mentoring,1/25/22 10:00,1/25/22 12:00,Local Library,100,1/18/22 10:00
905,1,Mentor Office Hours,3/24/24 10:00,3/24/24 12:00,Local Library,100,3/17/24 10:00
906,3,Girls in STEAM Mentoring,8/1/23 10:00,8/1/23 12:00,Ella Rises HQ,100,7/25/23 10:00
907,8,Web Dev Bootcamp Night,5/16/25 10:00,5/16/25 12:00,Ella Rises HQ,100,5/9/25 10:00
908,1,Mentor Office Hours,12/15/24 10:00,12/15/24 12:00,Local Library,100,12/8/24 10:00
909,5,Intro to Painting Class,10/2/25 10:00,10/2/25 12:00,Virtual Zoom,100,9/25/25 10:00
910,9,Ella Rises Annual Leadership Conference,6/15/24 10:00,6/15/24 12:00,Local Library,100,6/8/24 10:00
911,3,Girls in STEAM Mentoring,6/18/24 10:00,6/18/24 12:00,Ella Rises HQ,100,6/11/24 10:00
912,5,Intro to Painting Class,9/25/25 10:00,9/25/25 12:00,Virtual Zoom,100,9/18/25 10:00
913,2,Robotics Lab Saturday,8/24/24 10:00,8/24/24 12:00,Virtual Zoom,100,8/17/24 10:00
914,6,Data Science Study Group,7/23/25 10:00,7/23/25 12:00,Ella Rises HQ,100,7/16/25 10:00
915,10,Monthly Art Studio Workshop,10/15/23 10:00,10/15/23 12:00,Ella Rises HQ,100,10/8/23 10:00
916,6,Data Science Study Group,5/8/24 10:00,5/8/24 12:00,Ella Rises HQ,100,5/1/24 10:00
917,6,Data Science Study Group,11/22/23 10:00,11/22/23 12:00,Community Center Room A,100,11/15/23 10:00
918,5,Intro to Painting Class,3/10/22 10:00,3/10/22 12:00,Community Center Room A,100,3/3/22 10:00
919,3,Girls in STEAM Mentoring,2/8/22 10:00,2/8/22 12:00,Ella Rises HQ,100,2/1/22 10:00
920,8,Web Dev Bootcamp Night,5/19/23 10:00,5/19/23 12:00,Community Center Room A,100,5/12/23 10:00
921,8,Web Dev Bootcamp Night,1/7/22 10:00,1/7/22 12:00,Local Library,100,12/31/21 10:00
922,2,Robotics Lab Saturday,7/30/22 10:00,7/30/22 12:00,Local Library,100,7/23/22 10:00
923,5,Intro to Painting Class,8/4/22 10:00,8/4/22 12:00,Ella Rises HQ,100,7/28/22 10:00
924,6,Data Science Study Group,12/14/22 10:00,12/14/22 12:00,Community Center Room A,100,12/7/22 10:00
925,6,Data Science Study Group,1/17/24 10:00,1/17/24 12:00,Ella Rises HQ,100,1/10/24 10:00
926,5,Intro to Painting Class,12/14/23 10:00,12/14/23 12:00,Ella Rises HQ,100,12/7/23 10:00
927,5,Intro to Painting Class,12/2/21 10:00,12/2/21 12:00,Community Center Room A,100,11/25/21 10:00
928,2,Robotics Lab Saturday,10/19/24 10:00,10/19/24 12:00,Virtual Zoom,100,10/12/24 10:00
929,6,Data Science Study Group,7/24/24 10:00,7/24/24 12:00,Ella Rises HQ,100,7/17/24 10:00
930,5,Intro to Painting Class,10/13/22 10:00,10/13/22 12:00,Art Studio 2,100,10/6/22 10:00
931,3,Girls in STEAM Mentoring,5/3/22 10:00,5/3/22 12:00,Community Center Room A,100,4/26/22 10:00
932,3,Girls in STEAM Mentoring,6/17/25 10:00,6/17/25 12:00,Local Library,100,6/10/25 10:00
933,3,Girls in STEAM Mentoring,11/21/23 10:00,11/21/23 12:00,Virtual Zoom,100,11/14/23 10:00
934,6,Data Science Study Group,3/5/25 10:00,3/5/25 12:00,Community Center Room A,100,2/26/25 10:00
935,4,Monthly Coding Club,8/15/24 10:00,8/15/24 12:00,Art Studio 2,100,8/8/24 10:00
936,3,Girls in STEAM Mentoring,2/25/25 10:00,2/25/25 12:00,Community Center Room A,100,2/18/25 10:00
937,3,Girls in STEAM Mentoring,4/30/24 10:00,4/30/24 12:00,Ella Rises HQ,100,4/23/24 10:00
938,3,Girls in STEAM Mentoring,3/22/22 10:00,3/22/22 12:00,Local Library,100,3/15/22 10:00
939,1,Mentor Office Hours,4/10/22 10:00,4/10/22 12:00,Community Center Room A,100,4/3/22 10:00
940,6,Data Science Study Group,1/10/24 10:00,1/10/24 12:00,Virtual Zoom,100,1/3/24 10:00
941,10,Monthly Art Studio Workshop,2/15/23 10:00,2/15/23 12:00,Ella Rises HQ,100,2/8/23 10:00
942,8,Web Dev Bootcamp Night,7/14/23 10:00,7/14/23 12:00,Art Studio 2,100,7/7/23 10:00
943,7,Leadership Circle Meetup,4/15/22 10:00,4/15/22 12:00,Community Center Room A,100,4/8/22 10:00
944,8,Web Dev Bootcamp Night,4/12/24 10:00,4/12/24 12:00,Community Center Room A,100,4/5/24 10:00
945,3,Girls in STEAM Mentoring,10/1/24 10:00,10/1/24 12:00,Art Studio 2,100,9/24/24 10:00
946,1,Mentor Office Hours,1/7/24 10:00,1/7/24 12:00,Art Studio 2,100,12/31/23 10:00
947,2,Robotics Lab Saturday,1/28/23 10:00,1/28/23 12:00,Local Library,100,1/21/23 10:00
948,6,Data Science Study Group,9/4/24 10:00,9/4/24 12:00,Ella Rises HQ,100,8/28/24 10:00
949,5,Intro to Painting Class,10/16/25 10:00,10/16/25 12:00,Art Studio 2,100,10/9/25 10:00
950,8,Web Dev Bootcamp Night,4/14/23 10:00,4/14/23 12:00,Ella Rises HQ,100,4/7/23 10:00
951,6,Data Science Study Group,6/28/23 10:00,6/28/23 12:00,Local Library,100,6/21/23 10:00
952,2,Robotics Lab Saturday,7/22/23 10:00,7/22/23 12:00,Virtual Zoom,100,7/15/23 10:00
953,8,Web Dev Bootcamp Night,8/8/25 10:00,8/8/25 12:00,Virtual Zoom,100,8/1/25 10:00
954,8,Web Dev Bootcamp Night,11/10/23 10:00,11/10/23 12:00,Virtual Zoom,100,11/3/23 10:00
955,2,Robotics Lab Saturday,1/14/23 10:00,1/14/23 12:00,Virtual Zoom,100,1/7/23 10:00
956,2,Robotics Lab Saturday,9/9/23 10:00,9/9/23 12:00,Local Library,100,9/2/23 10:00
957,2,Robotics Lab Saturday,5/24/25 10:00,5/24/25 12:00,Art Studio 2,100,5/17/25 10:00
958,8,Web Dev Bootcamp Night,5/10/24 10:00,5/10/24 12:00,Virtual Zoom,100,5/3/24 10:00
959,8,Web Dev Bootcamp Night,7/1/22 10:00,7/1/22 12:00,Ella Rises HQ,100,6/24/22 10:00
960,4,Monthly Coding Club,11/15/23 10:00,11/15/23 12:00,Community Center Room A,100,11/8/23 10:00
961,2,Robotics Lab Saturday,8/10/24 10:00,8/10/24 12:00,Virtual Zoom,100,8/3/24 10:00
962,7,Leadership Circle Meetup,11/15/22 10:00,11/15/22 12:00,Art Studio 2,100,11/8/22 10:00
963,2,Robotics Lab Saturday,11/13/21 10:00,11/13/21 12:00,Virtual Zoom,100,11/6/21 10:00
964,10,Monthly Art Studio Workshop,1/15/23 10:00,1/15/23 12:00,Art Studio 2,100,1/8/23 10:00
965,10,Monthly Art Studio Workshop,5/15/25 10:00,5/15/25 12:00,Virtual Zoom,100,5/8/25 10:00
966,7,Leadership Circle Meetup,1/15/24 10:00,1/15/24 12:00,Ella Rises HQ,100,1/8/24 10:00
967,1,Mentor Office Hours,7/23/23 10:00,7/23/23 12:00,Virtual Zoom,100,7/16/23 10:00
968,6,Data Science Study Group,4/5/23 10:00,4/5/23 12:00,Art Studio 2,100,3/29/23 10:00
969,3,Girls in STEAM Mentoring,8/8/23 10:00,8/8/23 12:00,Art Studio 2,100,8/1/23 10:00
970,6,Data Science Study Group,3/30/22 10:00,3/30/22 12:00,Art Studio 2,100,3/23/22 10:00
971,3,Girls in STEAM Mentoring,12/14/21 10:00,12/14/21 12:00,Virtual Zoom,100,12/7/21 10:00
972,8,Web Dev Bootcamp Night,11/22/24 10:00,11/22/24 12:00,Art Studio 2,100,11/15/24 10:00
973,4,Monthly Coding Club,9/15/22 10:00,9/15/22 12:00,Ella Rises HQ,100,9/8/22 10:00
974,8,Web Dev Bootcamp Night,12/2/22 10:00,12/2/22 12:00,Virtual Zoom,100,11/25/22 10:00
975,1,Mentor Office Hours,2/19/23 10:00,2/19/23 12:00,Art Studio 2,100,2/12/23 10:00
976,4,Monthly Coding Club,6/15/22 10:00,6/15/22 12:00,Local Library,100,6/8/22 10:00
977,6,Data Science Study Group,2/26/25 10:00,2/26/25 12:00,Community Center Room A,100,2/19/25 10:00
978,2,Robotics Lab Saturday,3/1/25 10:00,3/1/25 12:00,Local Library,100,2/22/25 10:00
979,3,Girls in STEAM Mentoring,6/25/24 10:00,6/25/24 12:00,Community Center Room A,100,6/18/24 10:00
980,6,Data Science Study Group,1/12/22 10:00,1/12/22 12:00,Local Library,100,1/5/22 10:00
981,5,Intro to Painting Class,3/6/25 10:00,3/6/25 12:00,Community Center Room A,100,2/27/25 10:00
982,5,Intro to Painting Class,6/5/25 10:00,6/5/25 12:00,Virtual Zoom,100,5/29/25 10:00
983,8,Web Dev Bootcamp Night,5/12/23 10:00,5/12/23 12:00,Ella Rises HQ,100,5/5/23 10:00
984,5,Intro to Painting Class,8/28/25 10:00,8/28/25 12:00,Ella Rises HQ,100,8/21/25 10:00
985,5,Intro to Painting Class,7/17/25 10:00,7/17/25 12:00,Ella Rises HQ,100,7/10/25 10:00
986,5,Intro to Painting Class,9/7/23 10:00,9/7/23 12:00,Ella Rises HQ,100,8/31/23 10:00
987,1,Mentor Office Hours,8/11/24 10:00,8/11/24 12:00,Community Center Room A,100,8/4/24 10:00
988,5,Intro to Painting Class,3/20/25 10:00,3/20/25 12:00,Local Library,100,3/13/25 10:00
989,3,Girls in STEAM Mentoring,4/23/24 10:00,4/23/24 12:00,Virtual Zoom,100,4/16/24 10:00
990,10,Monthly Art Studio Workshop,4/15/25 10:00,4/15/25 12:00,Virtual Zoom,100,4/8/25 10:00
991,2,Robotics Lab Saturday,11/11/23 10:00,11/11/23 12:00,Art Studio 2,100,11/4/23 10:00
992,5,Intro to Painting Class,8/25/22 10:00,8/25/22 12:00,Ella Rises HQ,100,8/18/22 10:00
993,8,Web Dev Bootcamp Night,2/4/22 10:00,2/4/22 12:00,Ella Rises HQ,100,1/28/22 10:00
994,6,Data Science Study Group,2/16/22 10:00,2/16/22 12:00,Virtual Zoom,100,2/9/22 10:00
995,5,Intro to Painting Class,7/4/24 10:00,7/4/24 12:00,Virtual Zoom,100,6/27/24 10:00
996,8,Web Dev Bootcamp Night,3/7/25 10:00,3/7/25 12:00,Art Studio 2,100,2/28/25 10:00
997,6,Data Science Study Group,10/18/23 10:00,10/18/23 12:00,Ella Rises HQ,100,10/11/23 10:00
998,1,Mentor Office Hours,9/15/24 10:00,9/15/24 12:00,Local Library,100,9/8/24 10:00
999,1,Mentor Office Hours,6/12/22 10:00,6/12/22 12:00,Ella Rises HQ,100,6/5/22 10:00
1000,8,Web Dev Bootcamp Night,8/18/23 10:00,8/18/23 12:00,Ella Rises HQ,100,8/11/23 10:00
